run_id,original_record_id,error_category,pipeline_stage,error_details,timestamp,order_id,order_date,region,product,quantity,revenue
9b97209e,107,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.477542,ORD000108,invalid_date,Central,Chili Sauce 250g,26,9762.22
9b97209e,124,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.477596,ORD000125,2025-02-06 23:59:45.645053,,Milk 1L,6,1442.22
9b97209e,143,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.477643,ORD000144,,West,Paneer Curry Ready Meal,19,1489.79
9b97209e,152,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.477693,ORD000153,invalid_date,Central,Soy Sauce 200ml,39,6209.969999999999
9b97209e,156,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.477744,ORD000157,invalid_date,West,Water Bottle 1L,25,10871.0
9b97209e,159,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.477794,ORD000160,invalid_date,West,Yogurt 500g,8,3474.96
9b97209e,165,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.477842,ORD000166,,North,Yogurt 500g,13,5410.860000000001
9b97209e,168,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.477891,ORD000169,invalid_date,East,Yogurt 500g,10,3949.8
9b97209e,171,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -811.96; Invalid quantity: -4,2026-02-02 00:24:05.477956,ORD000022,2025-02-28 23:59:45.645053,Central,Chicken Biryani Ready Meal,-4,-811.96
9b97209e,176,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -2462.88; Invalid quantity: -7,2026-02-02 00:24:05.478067,ORD000177,2025-05-14 23:59:45.645053,East,Paneer 200g,-7,-2462.88
9b97209e,208,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.478236,ORD000209,invalid_date,North,Chicken Biryani Ready Meal,15,5664.599999999999
9b97209e,221,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.478373,ORD000222,,West,Biscuits 200g,29,1900.08
9b97209e,226,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.478474,ORD000227,,Central,Soy Sauce 200ml,23,10692.01
9b97209e,243,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.478566,ORD000244,invalid_date,Central,Dal Tadka Ready Meal,13,5239.91
9b97209e,245,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -954.99; Invalid quantity: -9,2026-02-02 00:24:05.478647,ORD000246,2025-11-06 23:59:45.645053,East,Paneer 200g,-9,-954.99
9b97209e,253,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.478701,ORD000254,,Central,Cheese Spread 100g,50,14969.5
9b97209e,257,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.478757,ORD000258,,North,Dal Tadka Ready Meal,15,6771.9
9b97209e,274,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -4055.04,2026-02-02 00:24:05.478823,ORD000275,2025-08-18 23:59:45.645053,West,Cola 500ml,36,-4055.04
9b97209e,283,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.478879,ORD000284,invalid_date,Central,Chicken Biryani Ready Meal,27,6074.7300000000005
9b97209e,297,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.478944,ORD000298,2025-05-31 23:59:45.645053,,Paneer 200g,16,5032.32
9b97209e,304,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.479002,ORD000305,invalid_date,South,Soy Sauce 200ml,42,7532.28
9b97209e,310,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -950.24,2026-02-02 00:24:05.479056,ORD000311,2025-07-11 23:59:45.645053,West,Paneer Curry Ready Meal,2,-950.24
9b97209e,314,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -3486.21,2026-02-02 00:24:05.479108,ORD000315,2025-12-23 23:59:45.645053,North,Paneer Curry Ready Meal,39,-3486.21
9b97209e,322,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.479157,ORD000323,,North,Milk 1L,19,9003.53
9b97209e,325,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.479206,ORD000326,,North,Paneer 200g,35,15075.9
9b97209e,344,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.479257,ORD000345,invalid_date,East,Paneer Curry Ready Meal,34,1097.52
9b97209e,369,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -6723.72,2026-02-02 00:24:05.479306,ORD000370,2025-04-19 23:59:45.645053,East,Chicken Biryani Ready Meal,18,-6723.72
9b97209e,377,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.479357,ORD000378,invalid_date,South,Paneer 200g,49,7702.799999999999
9b97209e,381,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -569.12; Invalid quantity: -2,2026-02-02 00:24:05.479410,ORD000382,2025-08-19 23:59:45.645053,East,Tomato Ketchup 500g,-2,-569.12
9b97209e,382,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -923.78; Invalid quantity: -2,2026-02-02 00:24:05.479463,ORD000383,2025-05-23 23:59:45.645053,East,Tomato Ketchup 500g,-2,-923.78
9b97209e,393,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -1895.4; Invalid quantity: -9,2026-02-02 00:24:05.479515,ORD000394,2025-02-17 23:59:45.645053,South,Potato Chips 50g,-9,-1895.4
9b97209e,397,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -1737.63,2026-02-02 00:24:05.479565,ORD000398,2025-11-18 23:59:45.645053,North,Paneer Curry Ready Meal,43,-1737.63
9b97209e,404,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.479630,ORD000405,2025-02-08 23:59:45.645053,,Soy Sauce 200ml,49,23782.64
9b97209e,407,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -2683.5,2026-02-02 00:24:05.479683,ORD000408,2025-12-23 23:59:45.645053,East,Chili Sauce 250g,25,-2683.5
9b97209e,431,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.479730,ORD000432,,Central,Namkeen Mix 100g,4,1691.48
9b97209e,454,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.479777,ORD000455,,East,Namkeen Mix 100g,38,16362.8
9b97209e,473,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.479824,ORD000474,,West,Dal Tadka Ready Meal,1,122.74
9b97209e,499,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.479874,ORD000500,2025-02-06 23:59:45.645053,,Namkeen Mix 100g,15,2104.5
9b97209e,506,DATA_FORMAT_ERROR,VALIDATION,Missing region; Invalid date format,2026-02-02 00:24:05.479921,ORD000507,invalid_date,,Biscuits 200g,46,10054.68
9b97209e,535,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.479968,ORD000536,,Central,Chicken Biryani Ready Meal,11,2824.36
9b97209e,536,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.480017,ORD000537,,South,Yogurt 500g,10,351.5
9b97209e,538,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.480068,ORD000539,,North,Mango Juice 1L,42,18381.3
9b97209e,551,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.480120,ORD000552,,Central,Chili Sauce 250g,36,12792.6
9b97209e,553,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.480171,ORD000338,invalid_date,South,Cheese Spread 100g,17,4856.39
9b97209e,563,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.480224,ORD000564,2025-02-01 23:59:45.645053,,Yogurt 500g,47,17627.350000000002
9b97209e,567,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.480285,ORD000568,2025-04-28 23:59:45.645053,,Yogurt 500g,26,5225.48
9b97209e,569,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -16640.4,2026-02-02 00:24:05.480338,ORD000570,2025-03-02 23:59:45.645053,South,Biscuits 200g,40,-16640.4
9b97209e,573,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -5420.36,2026-02-02 00:24:05.480388,ORD000574,2025-03-12 23:59:45.645053,North,Chili Sauce 250g,44,-5420.36
9b97209e,583,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.480442,ORD000584,,West,Yogurt 500g,8,1852.08
9b97209e,601,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.480508,ORD000602,2025-06-12 23:59:45.645053,,Tomato Ketchup 500g,16,535.36
9b97209e,614,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.480611,ORD000615,2026-01-09 23:59:45.645053,,Paneer Curry Ready Meal,31,7103.96
9b97209e,620,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.480704,ORD000621,invalid_date,Central,Soy Sauce 200ml,16,5644.0
9b97209e,623,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -695.88; Invalid quantity: -2,2026-02-02 00:24:05.480795,ORD000624,2025-06-30 23:59:45.645053,West,Yogurt 500g,-2,-695.88
9b97209e,629,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.480859,ORD000630,,South,Yogurt 500g,1,414.06
9b97209e,632,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.480920,ORD000633,,North,Milk 1L,26,3180.84
9b97209e,644,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.481057,ORD000645,invalid_date,North,Paneer 200g,36,13315.32
9b97209e,647,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -586.74; Invalid quantity: -6,2026-02-02 00:24:05.481130,ORD000648,2025-03-03 23:59:45.645053,Central,Yogurt 500g,-6,-586.74
9b97209e,660,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.481192,ORD000661,,Central,Dal Tadka Ready Meal,16,3677.76
9b97209e,665,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.481252,ORD000666,,South,Tomato Ketchup 500g,6,615.66
9b97209e,689,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.481316,ORD000690,invalid_date,North,Dal Tadka Ready Meal,41,10682.14
9b97209e,690,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.481380,ORD000691,2025-11-27 23:59:45.645053,,Milk 1L,37,17408.87
9b97209e,716,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.481454,ORD000717,,East,Namkeen Mix 100g,1,255.61
9b97209e,717,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.481530,ORD000718,,North,Chili Sauce 250g,13,3608.41
9b97209e,753,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.481594,ORD000754,,South,Soy Sauce 200ml,26,7927.92
9b97209e,759,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.481663,ORD000760,invalid_date,Central,Chicken Biryani Ready Meal,23,9857.34
9b97209e,762,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.481726,ORD000763,invalid_date,East,Mango Juice 1L,26,2091.44
9b97209e,763,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -1433.9; Invalid quantity: -5,2026-02-02 00:24:05.481791,ORD000764,2025-11-29 23:59:45.645053,East,Namkeen Mix 100g,-5,-1433.9
9b97209e,769,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -5275.0,2026-02-02 00:24:05.481854,ORD000770,2026-01-05 23:59:45.645053,West,Water Bottle 1L,20,-5275.0
9b97209e,781,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.481915,ORD000782,,West,Namkeen Mix 100g,7,2698.99
9b97209e,797,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.481976,ORD000798,,Central,Biscuits 200g,46,21975.120000000003
9b97209e,801,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -5479.52,2026-02-02 00:24:05.482039,ORD000802,2025-12-15 23:59:45.645053,South,Paneer Curry Ready Meal,16,-5479.52
9b97209e,859,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -2390.25,2026-02-02 00:24:05.482108,ORD000860,2025-12-01 23:59:45.645053,East,Milk 1L,15,-2390.25
9b97209e,864,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.482206,ORD000865,invalid_date,Central,Chicken Biryani Ready Meal,24,11503.2
9b97209e,865,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.482299,ORD000866,2025-02-15 23:59:45.645053,,Chili Sauce 250g,30,13590.0
9b97209e,867,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.482367,ORD000868,invalid_date,North,Cola 500ml,50,16519.5
9b97209e,875,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.482476,ORD000876,invalid_date,South,Water Bottle 1L,20,5833.0
9b97209e,918,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -1626.06; Invalid quantity: -6,2026-02-02 00:24:05.482620,ORD000919,2025-12-28 23:59:45.645053,North,Biscuits 200g,-6,-1626.06
9b97209e,928,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -1232.24; Invalid quantity: -4,2026-02-02 00:24:05.482708,ORD000929,2025-05-16 23:59:45.645053,West,Milk 1L,-4,-1232.24
9b97209e,954,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.482777,ORD000955,invalid_date,South,Namkeen Mix 100g,32,3914.56
9b97209e,971,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -141.12; Invalid quantity: -8,2026-02-02 00:24:05.482849,ORD000972,2025-12-19 23:59:45.645053,West,Cola 500ml,-8,-141.12
9b97209e,996,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.482938,ORD000997,2025-12-14 23:59:45.645053,,Potato Chips 50g,17,289.34
9b97209e,1010,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.482993,ORD001011,invalid_date,West,Biscuits 200g,19,282.72
9b97209e,1020,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.483043,ORD001021,2025-09-29 23:59:45.645053,,Biscuits 200g,22,3935.14
9b97209e,1036,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.483089,ORD001037,,West,Tomato Ketchup 500g,41,5197.9800000000005
9b97209e,1041,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.483139,ORD001042,2025-03-08 23:59:45.645053,,Namkeen Mix 100g,13,6430.84
9b97209e,1060,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -2639.1,2026-02-02 00:24:05.483201,ORD001061,2025-07-09 23:59:45.645053,East,Namkeen Mix 100g,15,-2639.1
9b97209e,1073,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.483269,ORD001074,2025-09-01 23:59:45.645053,,Chicken Biryani Ready Meal,33,14984.31
9b97209e,1093,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.483331,ORD001094,,South,Chicken Biryani Ready Meal,43,17012.95
9b97209e,1094,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -2803.68,2026-02-02 00:24:05.483384,ORD001095,2025-02-10 23:59:45.645053,South,Biscuits 200g,9,-2803.68
9b97209e,1107,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.483432,ORD001108,,South,Mango Juice 1L,23,1703.38
9b97209e,1112,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.483481,ORD001113,2026-01-27 23:59:45.645053,,Milk 1L,36,3070.44
9b97209e,1132,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -13693.94,2026-02-02 00:24:05.483566,ORD001133,2025-07-03 23:59:45.645053,East,Milk 1L,31,-13693.94
9b97209e,1145,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -4383.11,2026-02-02 00:24:05.483640,ORD001146,2025-10-18 23:59:45.645053,North,Paneer Curry Ready Meal,19,-4383.11
9b97209e,1155,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.483692,ORD001156,,West,Tomato Ketchup 500g,21,10101.84
9b97209e,1163,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.483741,ORD001164,,East,Biscuits 200g,5,1849.55
9b97209e,1165,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.483790,ORD000610,invalid_date,South,Water Bottle 1L,39,9638.07
9b97209e,1175,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -697.04; Invalid quantity: -8,2026-02-02 00:24:05.483845,ORD001176,2025-10-27 23:59:45.645053,East,Soy Sauce 200ml,-8,-697.04
9b97209e,1178,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.483892,ORD001179,,West,Tomato Ketchup 500g,4,1783.08
9b97209e,1179,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -2740.41; Invalid quantity: -9,2026-02-02 00:24:05.483942,ORD001180,2025-12-25 23:59:45.645053,South,Cola 500ml,-9,-2740.41
9b97209e,1183,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.483991,ORD001184,2025-08-05 23:59:45.645053,,Milk 1L,14,6393.94
9b97209e,1201,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.484038,ORD001202,,North,Soy Sauce 200ml,12,4743.6
9b97209e,1202,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -2430.1200000000003,2026-02-02 00:24:05.484111,ORD000456,2025-12-04 23:59:45.645053,Central,Chicken Biryani Ready Meal,28,-2430.1200000000003
9b97209e,1204,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.484179,ORD001205,2025-09-11 23:59:45.645053,,Potato Chips 50g,3,183.03
9b97209e,1215,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -829.71; Invalid quantity: -7,2026-02-02 00:24:05.484248,ORD001216,2025-10-04 23:59:45.645053,South,Cola 500ml,-7,-829.71
9b97209e,1216,BUSINESS_RULE_VIOLATION,VALIDATION,Invalid date format; Negative revenue: -706.38,2026-02-02 00:24:05.484370,ORD001217,invalid_date,Central,Chicken Biryani Ready Meal,6,-706.38
9b97209e,1243,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.484453,ORD001244,,South,Chicken Biryani Ready Meal,17,7455.52
9b97209e,1245,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.484519,ORD001246,,North,Cola 500ml,24,9112.8
9b97209e,1269,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.484585,ORD001270,,East,Water Bottle 1L,49,10175.34
9b97209e,1272,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.484651,ORD001273,,South,Paneer Curry Ready Meal,41,20395.04
9b97209e,1289,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.484716,ORD001290,,South,Dal Tadka Ready Meal,15,6481.05
9b97209e,1293,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.484783,ORD001294,invalid_date,East,Yogurt 500g,10,3733.6
9b97209e,1295,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.484874,ORD001296,invalid_date,East,Yogurt 500g,9,281.25
9b97209e,1313,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.485023,ORD001314,,East,Soy Sauce 200ml,5,1517.8
9b97209e,1316,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.485171,ORD001317,2025-02-08 23:59:45.645053,,Soy Sauce 200ml,13,1453.53
9b97209e,1345,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.485314,ORD001346,invalid_date,North,Potato Chips 50g,11,857.67
9b97209e,1353,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.485463,ORD001354,invalid_date,West,Cheese Spread 100g,50,5080.0
9b97209e,1354,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.485620,ORD001355,invalid_date,West,Paneer Curry Ready Meal,28,4844.56
9b97209e,1355,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.485770,ORD001356,,West,Mango Juice 1L,47,22080.6
9b97209e,1368,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.485931,ORD001369,2025-11-29 23:59:45.645053,,Chicken Biryani Ready Meal,14,3143.56
9b97209e,1371,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.486051,ORD001372,,East,Water Bottle 1L,9,1862.46
9b97209e,1375,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.486138,ORD001376,2025-02-02 23:59:45.645053,,Soy Sauce 200ml,39,2224.56
9b97209e,1376,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.486217,ORD001377,,South,Soy Sauce 200ml,11,5058.35
9b97209e,1397,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.486314,ORD001398,,Central,Chili Sauce 250g,8,3624.88
9b97209e,1413,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -763.0500000000001; Invalid quantity: -5,2026-02-02 00:24:05.486539,ORD001414,2025-02-28 23:59:45.645053,East,Soy Sauce 200ml,-5,-763.0500000000001
9b97209e,1434,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.486643,ORD001435,invalid_date,South,Namkeen Mix 100g,14,2751.28
9b97209e,1451,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -4840.2; Invalid quantity: -10,2026-02-02 00:24:05.486725,ORD001452,2025-12-11 23:59:45.645053,South,Yogurt 500g,-10,-4840.2
9b97209e,1465,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.486782,ORD001466,,West,Paneer 200g,34,15210.24
9b97209e,1480,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -1326.8200000000002,2026-02-02 00:24:05.486832,ORD001481,2025-03-12 23:59:45.645053,South,Tomato Ketchup 500g,22,-1326.8200000000002
9b97209e,1503,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.486880,ORD001504,,Central,Water Bottle 1L,34,5133.66
9b97209e,1506,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.486929,ORD001507,invalid_date,South,Cola 500ml,45,19654.2
9b97209e,1507,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.486977,ORD001508,invalid_date,North,Potato Chips 50g,5,397.55
9b97209e,1512,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.487021,ORD001513,,South,Biscuits 200g,1,136.48
9b97209e,1534,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.487067,ORD001535,,West,Paneer Curry Ready Meal,28,8452.64
9b97209e,1572,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.487114,ORD001573,invalid_date,East,Cola 500ml,46,10020.18
9b97209e,1579,DATA_FORMAT_ERROR,VALIDATION,Missing order date,2026-02-02 00:24:05.487158,ORD001580,,East,Paneer Curry Ready Meal,11,2560.69
9b97209e,1586,DATA_QUALITY_ISSUE,VALIDATION,Missing region,2026-02-02 00:24:05.487205,ORD001587,2025-04-30 23:59:45.645053,,Biscuits 200g,44,10312.28
9b97209e,1600,DATA_FORMAT_ERROR,VALIDATION,Invalid date format,2026-02-02 00:24:05.487254,ORD001601,invalid_date,West,Paneer Curry Ready Meal,20,8021.599999999999
9b97209e,1606,BUSINESS_RULE_VIOLATION,VALIDATION,Negative revenue: -179.1; Invalid quantity: -2,2026-02-02 00:24:05.487312,ORD001607,2025-12-08 23:59:45.645053,South,Namkeen Mix 100g,-2,-179.1
